,client_id,filepath,group,label
1700,106,face-station/29.05.18/106_04_000_2_95,train,attack/3D/flexiblemask
1701,106,face-station/29.05.18/106_05_000_2_95,train,attack/3D/flexiblemask
1702,106,face-station/29.05.18/106_06_000_2_95,train,attack/3D/flexiblemask
1703,106,face-station/06.06.18/106_04_018_2_95,train,attack/3D/flexiblemask
1704,106,face-station/06.06.18/106_04_018_2_99,train,attack/3D/flexiblemask
1705,106,face-station/22.06.18/106_01_000_2_95,train,attack/3D/flexiblemask
1706,106,face-station/22.06.18/106_01_000_2_99,train,attack/3D/flexiblemask
1707,106,face-station/25.06.18/106_07_019_2_95,train,attack/3D/flexiblemask
1708,106,face-station/25.06.18/106_07_019_2_99,train,attack/3D/flexiblemask
1709,106,face-station/25.06.18/106_05_004_2_95,train,attack/3D/flexiblemask
1710,106,face-station/25.06.18/106_05_004_2_99,train,attack/3D/flexiblemask
1711,106,face-station/25.06.18/106_06_018_2_95,train,attack/3D/flexiblemask
1712,106,face-station/25.06.18/106_06_018_2_99,train,attack/3D/flexiblemask
1713,106,face-station/25.06.18/106_01_006_2_95,train,attack/3D/flexiblemask
1714,106,face-station/25.06.18/106_01_006_2_99,train,attack/3D/flexiblemask
1741,104,face-station/30.04.18/104_05_064_2_93,train,attack/3D/flexiblemask
1742,104,face-station/01.05.18/104_05_065_2_97,train,attack/3D/flexiblemask
1743,104,face-station/04.05.18/104_06_038_2_97,train,attack/3D/flexiblemask
1744,104,face-station/04.05.18/104_07_003_2_97,train,attack/3D/flexiblemask
1745,104,face-station/07.05.18/104_06_002_2_93,train,attack/3D/flexiblemask
1746,104,face-station/16.05.18/104_07_004_2_93,train,attack/3D/flexiblemask
1747,104,face-station/28.05.18/104_06_000_2_97,train,attack/3D/flexiblemask
1748,104,face-station/28.05.18/104_05_000_2_97,train,attack/3D/flexiblemask
1749,104,face-station/28.05.18/104_07_000_2_97,train,attack/3D/flexiblemask
1750,104,face-station/28.05.18/104_04_000_2_97,train,attack/3D/flexiblemask
1751,104,face-station/28.05.18/104_07_000_2_93,train,attack/3D/flexiblemask
1752,104,face-station/29.05.18/104_04_000_2_93,train,attack/3D/flexiblemask
1753,104,face-station/29.05.18/104_05_000_2_93,train,attack/3D/flexiblemask
1754,104,face-station/29.05.18/104_06_000_2_93,train,attack/3D/flexiblemask
1755,104,face-station/06.06.18/104_04_018_2_93,train,attack/3D/flexiblemask
1756,104,face-station/06.06.18/104_04_018_2_97,train,attack/3D/flexiblemask
1757,104,face-station/22.06.18/104_01_000_2_97,train,attack/3D/flexiblemask
1758,104,face-station/22.06.18/104_01_000_2_93,train,attack/3D/flexiblemask
1759,104,face-station/25.06.18/104_07_019_2_93,train,attack/3D/flexiblemask
1760,104,face-station/25.06.18/104_07_019_2_97,train,attack/3D/flexiblemask
1761,104,face-station/25.06.18/104_05_004_2_93,train,attack/3D/flexiblemask
1762,104,face-station/25.06.18/104_05_004_2_97,train,attack/3D/flexiblemask
1763,104,face-station/25.06.18/104_06_018_2_93,train,attack/3D/flexiblemask
1764,104,face-station/25.06.18/104_06_018_2_97,train,attack/3D/flexiblemask
1765,104,face-station/25.06.18/104_01_006_2_93,train,attack/3D/flexiblemask
1766,104,face-station/25.06.18/104_01_006_2_97,train,attack/3D/flexiblemask
1793,65,face-station/01.05.18/065_07_000_0_00,train,bonafide
1794,65,face-station/01.05.18/065_05_000_0_00,train,bonafide
1795,65,face-station/01.05.18/065_06_000_0_00,train,bonafide
1886,69,face-station/15.05.18/069_05_000_0_00,train,bonafide
1887,69,face-station/15.05.18/069_05_000_0_02,train,bonafide
1888,69,face-station/16.05.18/069_07_000_0_00,train,bonafide
1889,69,face-station/22.05.18/069_06_000_0_00,train,bonafide
1890,68,face-station/22.05.18/068_05_000_0_00,train,bonafide
1891,68,face-station/22.05.18/068_05_000_0_01,train,bonafide
1892,68,face-station/22.05.18/068_06_000_0_00,train,bonafide
1893,68,face-station/22.05.18/068_06_000_0_01,train,bonafide
1894,68,face-station/23.05.18/068_07_000_0_00,train,bonafide
1895,68,face-station/23.05.18/068_07_000_0_01,train,bonafide
1931,108,face-station/28.06.18/108_01_003_2_77,train,attack/3D/flexiblemask
1932,108,face-station/28.06.18/108_04_007_2_77,train,attack/3D/flexiblemask
1933,108,face-station/28.06.18/108_06_000_2_77,train,attack/3D/flexiblemask
1934,108,face-station/28.06.18/108_06_003_2_77,train,attack/3D/flexiblemask
1935,108,face-station/28.06.18/108_04_000_2_77,train,attack/3D/flexiblemask
1936,108,face-station/28.06.18/108_01_000_2_77,train,attack/3D/flexiblemask
1937,108,face-station/28.06.18/108_05_000_2_77,train,attack/3D/flexiblemask
1938,108,face-station/28.06.18/108_07_000_2_77,train,attack/3D/flexiblemask
1939,108,face-station/02.07.18/108_07_007_2_77,train,attack/3D/flexiblemask
1940,108,face-station/02.07.18/108_05_064_2_77,train,attack/3D/flexiblemask
1941,108,face-station/03.07.18/108_06_064_2_77,train,attack/3D/flexiblemask
1942,108,face-station/04.07.18/108_05_073_2_77,train,attack/3D/flexiblemask
1943,108,face-station/05.07.18/108_07_073_2_77,train,attack/3D/flexiblemask
62,3,face-station/17.01.18/003_01_000_0_00,dev,bonafide
63,3,face-station/06.02.18/003_02_000_0_00,dev,bonafide
64,3,face-station/14.02.18/003_03_000_0_00,dev,bonafide
65,3,face-station/02.05.18/003_05_000_0_00,dev,bonafide
66,3,face-station/03.05.18/003_06_000_0_00,dev,bonafide
67,3,face-station/04.05.18/003_07_000_0_00,dev,bonafide
142,18,face-station/18.01.18/018_01_000_0_00,dev,bonafide
143,18,face-station/23.01.18/018_01_009_2_86,dev,attack/3D/flexiblemask
144,18,face-station/14.03.18/018_04_010_3_06,dev,attack/2D/prints
145,18,face-station/14.03.18/018_04_010_3_07,dev,attack/2D/prints
146,18,face-station/14.03.18/018_04_010_3_08,dev,attack/2D/prints
147,18,face-station/14.03.18/018_04_010_3_09,dev,attack/2D/prints
148,18,face-station/14.03.18/018_04_010_2_86,dev,attack/3D/flexiblemask
150,18,face-station/14.03.18/018_04_010_2_16,dev,attack/3D/rigidmask
151,18,face-station/24.01.18/018_01_013_3_06,dev,attack/2D/prints
152,18,face-station/26.01.18/018_01_008_3_09,dev,attack/2D/prints
154,18,face-station/15.03.18/018_04_000_3_06,dev,attack/2D/prints
155,18,face-station/15.03.18/018_04_000_3_07,dev,attack/2D/prints
156,18,face-station/15.03.18/018_04_000_3_08,dev,attack/2D/prints
157,18,face-station/15.03.18/018_04_000_3_09,dev,attack/2D/prints
158,18,face-station/29.01.18/018_01_024_3_07,dev,attack/2D/prints
159,18,face-station/29.01.18/018_01_022_2_16,dev,attack/3D/rigidmask
160,18,face-station/30.01.18/018_01_026_3_08,dev,attack/2D/prints
161,18,face-station/31.01.18/018_01_032_3_06,dev,attack/2D/prints
163,18,face-station/07.02.18/018_02_028_3_06,dev,attack/2D/prints
164,18,face-station/07.02.18/018_02_029_3_08,dev,attack/2D/prints
166,18,face-station/07.02.18/018_02_056_2_16,dev,attack/3D/rigidmask
167,18,face-station/07.02.18/018_02_059_2_86,dev,attack/3D/flexiblemask
168,18,face-station/01.02.18/018_01_041_2_86,dev,attack/3D/flexiblemask
169,18,face-station/01.02.18/018_01_038_3_09,dev,attack/2D/prints
171,18,face-station/02.02.18/018_01_047_2_16,dev,attack/3D/rigidmask
172,18,face-station/02.02.18/018_01_052_3_08,dev,attack/2D/prints
173,18,face-station/02.02.18/018_01_054_3_07,dev,attack/2D/prints
175,18,face-station/02.02.18/018_01_060_2_16,dev,attack/3D/rigidmask
176,18,face-station/06.02.18/018_02_025_2_86,dev,attack/3D/flexiblemask
177,18,face-station/06.02.18/018_02_010_3_09,dev,attack/2D/prints
178,18,face-station/06.02.18/018_02_000_0_00,dev,bonafide
179,18,face-station/08.02.18/018_02_053_3_06,dev,attack/2D/prints
181,18,face-station/08.02.18/018_02_047_3_07,dev,attack/2D/prints
182,18,face-station/08.02.18/018_02_022_3_07,dev,attack/2D/prints
183,18,face-station/08.02.18/018_03_022_3_07,dev,attack/2D/prints
184,18,face-station/09.02.18/018_03_060_3_09,dev,attack/2D/prints
185,18,face-station/09.02.18/018_02_051_2_16,dev,attack/3D/rigidmask
186,18,face-station/12.02.18/018_03_015_3_09,dev,attack/2D/prints
187,18,face-station/12.02.18/018_03_009_3_08,dev,attack/2D/prints
191,18,face-station/14.02.18/018_03_053_3_06,dev,attack/2D/prints
192,18,face-station/14.02.18/018_03_038_2_86,dev,attack/3D/flexiblemask
193,18,face-station/14.02.18/018_03_017_3_07,dev,attack/2D/prints
194,18,face-station/14.02.18/018_03_008_2_16,dev,attack/3D/rigidmask
195,18,face-station/14.02.18/018_03_061_3_09,dev,attack/2D/prints
196,18,face-station/14.02.18/018_03_000_0_00,dev,bonafide
197,18,face-station/14.02.18/018_03_018_2_16,dev,attack/3D/rigidmask
198,18,face-station/15.02.18/018_03_045_2_16,dev,attack/3D/rigidmask
199,18,face-station/15.02.18/018_03_045_3_07,dev,attack/2D/prints
200,18,face-station/19.02.18/018_02_000_2_16,dev,attack/3D/rigidmask
201,18,face-station/19.02.18/018_02_000_2_86,dev,attack/3D/flexiblemask
202,18,face-station/19.02.18/018_02_000_3_06,dev,attack/2D/prints
203,18,face-station/19.02.18/018_02_000_3_07,dev,attack/2D/prints
204,18,face-station/19.02.18/018_02_000_3_08,dev,attack/2D/prints
205,18,face-station/19.02.18/018_02_000_3_09,dev,attack/2D/prints
206,18,face-station/21.02.18/018_03_000_2_16,dev,attack/3D/rigidmask
207,18,face-station/22.02.18/018_03_000_3_07,dev,attack/2D/prints
208,18,face-station/22.02.18/018_03_000_3_08,dev,attack/2D/prints
209,18,face-station/22.02.18/018_03_000_3_09,dev,attack/2D/prints
210,18,face-station/22.02.18/018_03_000_2_86,dev,attack/3D/flexiblemask
211,18,face-station/22.02.18/018_03_000_3_06,dev,attack/2D/prints
214,18,face-station/27.02.18/018_01_000_2_86,dev,attack/3D/flexiblemask
215,18,face-station/27.02.18/018_01_000_2_16,dev,attack/3D/rigidmask
216,18,face-station/28.02.18/018_01_000_3_06,dev,attack/2D/prints
217,18,face-station/28.02.18/018_01_000_3_07,dev,attack/2D/prints
218,18,face-station/28.02.18/018_01_000_3_08,dev,attack/2D/prints
219,18,face-station/28.02.18/018_01_000_3_09,dev,attack/2D/prints
221,18,face-station/20.04.18/018_05_066_2_16,dev,attack/3D/rigidmask
222,18,face-station/01.05.18/018_05_038_3_07,dev,attack/2D/prints
223,18,face-station/03.05.18/018_07_064_3_07,dev,attack/2D/prints
224,18,face-station/04.05.18/018_05_070_3_09,dev,attack/2D/prints
226,18,face-station/07.05.18/018_06_070_3_08,dev,attack/2D/prints
227,18,face-station/15.05.18/018_05_000_0_00,dev,bonafide
228,18,face-station/15.05.18/018_05_000_0_01,dev,bonafide
229,18,face-station/15.05.18/018_05_018_3_08,dev,attack/2D/prints
231,18,face-station/15.05.18/018_05_007_2_86,dev,attack/3D/flexiblemask
232,18,face-station/16.05.18/018_07_069_3_08,dev,attack/2D/prints
233,18,face-station/16.05.18/018_07_069_2_86,dev,attack/3D/flexiblemask
234,18,face-station/22.05.18/018_06_069_3_06,dev,attack/2D/prints
236,18,face-station/22.05.18/018_06_000_0_00,dev,bonafide
237,18,face-station/23.05.18/018_05_072_3_06,dev,attack/2D/prints
238,18,face-station/23.05.18/018_06_072_3_09,dev,attack/2D/prints
239,18,face-station/23.05.18/018_06_072_3_07,dev,attack/2D/prints
240,18,face-station/23.05.18/018_07_072_3_06,dev,attack/2D/prints
241,18,face-station/23.05.18/018_07_000_0_00,dev,bonafide
242,18,face-station/23.05.18/018_07_073_3_09,dev,attack/2D/prints
243,18,face-station/24.05.18/018_06_008_2_86,dev,attack/3D/flexiblemask
244,18,face-station/24.05.18/018_06_014_2_16,dev,attack/3D/rigidmask
245,18,face-station/29.05.18/018_04_000_2_86,dev,attack/3D/flexiblemask
246,18,face-station/29.05.18/018_05_000_2_86,dev,attack/3D/flexiblemask
247,18,face-station/29.05.18/018_06_000_2_86,dev,attack/3D/flexiblemask
248,18,face-station/29.05.18/018_07_000_2_86,dev,attack/3D/flexiblemask
249,18,face-station/04.06.18/018_04_000_2_16,dev,attack/3D/rigidmask
250,18,face-station/04.06.18/018_05_000_2_16,dev,attack/3D/rigidmask
251,18,face-station/04.06.18/018_06_000_2_16,dev,attack/3D/rigidmask
252,18,face-station/04.06.18/018_07_000_2_16,dev,attack/3D/rigidmask
256,18,face-station/05.06.18/018_05_000_3_06,dev,attack/2D/prints
257,18,face-station/05.06.18/018_05_000_3_07,dev,attack/2D/prints
258,18,face-station/05.06.18/018_05_000_3_08,dev,attack/2D/prints
259,18,face-station/05.06.18/018_05_000_3_09,dev,attack/2D/prints
260,18,face-station/05.06.18/018_06_000_3_06,dev,attack/2D/prints
261,18,face-station/05.06.18/018_06_000_3_07,dev,attack/2D/prints
262,18,face-station/05.06.18/018_06_000_3_08,dev,attack/2D/prints
263,18,face-station/05.06.18/018_06_000_3_09,dev,attack/2D/prints
264,18,face-station/05.06.18/018_07_000_3_06,dev,attack/2D/prints
265,18,face-station/05.06.18/018_07_000_3_07,dev,attack/2D/prints
266,18,face-station/05.06.18/018_07_000_3_08,dev,attack/2D/prints
267,18,face-station/05.06.18/018_07_000_3_09,dev,attack/2D/prints
268,18,face-station/12.06.18/018_07_003_2_16,dev,attack/3D/rigidmask
269,19,face-station/18.01.18/019_01_005_2_17,dev,attack/3D/rigidmask
271,19,face-station/14.03.18/019_04_010_2_87,dev,attack/3D/flexiblemask
272,19,face-station/14.03.18/019_04_007_2_90,dev,attack/3D/flexiblemask
273,19,face-station/14.03.18/019_04_010_2_17,dev,attack/3D/rigidmask
274,19,face-station/24.01.18/019_01_013_2_87,dev,attack/3D/flexiblemask
275,19,face-station/24.01.18/019_01_014_2_90,dev,attack/3D/flexiblemask
288,19,face-station/31.01.18/019_01_000_0_00,dev,bonafide
289,19,face-station/31.01.18/019_01_000_0_01,dev,bonafide
290,19,face-station/31.01.18/019_01_036_2_17,dev,attack/3D/rigidmask
291,19,face-station/01.02.18/019_01_043_2_87,dev,attack/3D/flexiblemask
292,19,face-station/02.02.18/019_01_061_2_17,dev,attack/3D/rigidmask
293,19,face-station/06.02.18/019_02_001_2_87,dev,attack/3D/flexiblemask
294,19,face-station/06.02.18/019_02_025_2_17,dev,attack/3D/rigidmask
295,19,face-station/08.02.18/019_03_052_2_90,dev,attack/3D/flexiblemask
296,19,face-station/08.02.18/019_02_000_0_00,dev,bonafide
297,19,face-station/08.02.18/019_02_000_0_01,dev,bonafide
298,19,face-station/08.02.18/019_03_022_2_90,dev,attack/3D/flexiblemask
299,19,face-station/08.02.18/019_02_022_2_90,dev,attack/3D/flexiblemask
300,19,face-station/09.02.18/019_02_000_2_90,dev,attack/3D/flexiblemask
301,19,face-station/12.02.18/019_03_025_2_17,dev,attack/3D/rigidmask
302,19,face-station/12.02.18/019_03_026_2_90,dev,attack/3D/flexiblemask
303,19,face-station/13.02.18/019_02_031_2_87,dev,attack/3D/flexiblemask
304,19,face-station/13.02.18/019_03_042_2_87,dev,attack/3D/flexiblemask
308,19,face-station/14.02.18/019_03_011_2_87,dev,attack/3D/flexiblemask
310,19,face-station/14.02.18/019_03_000_0_00,dev,bonafide
311,19,face-station/14.02.18/019_03_000_0_01,dev,bonafide
315,19,face-station/19.02.18/019_02_000_2_17,dev,attack/3D/rigidmask
316,19,face-station/19.02.18/019_02_000_2_87,dev,attack/3D/flexiblemask
326,19,face-station/21.02.18/019_03_000_2_90,dev,attack/3D/flexiblemask
327,19,face-station/21.02.18/019_03_000_2_17,dev,attack/3D/rigidmask
328,19,face-station/22.02.18/019_03_000_2_87,dev,attack/3D/flexiblemask
349,19,face-station/27.02.18/019_01_000_2_87,dev,attack/3D/flexiblemask
353,19,face-station/27.02.18/019_01_000_2_17,dev,attack/3D/rigidmask
354,19,face-station/27.02.18/019_01_000_2_90,dev,attack/3D/flexiblemask
366,19,face-station/01.05.18/019_07_065_2_90,dev,attack/3D/flexiblemask
367,19,face-station/01.05.18/019_05_038_2_90,dev,attack/3D/flexiblemask
368,19,face-station/01.05.18/019_06_064_2_90,dev,attack/3D/flexiblemask
369,19,face-station/02.05.18/019_05_003_2_17,dev,attack/3D/rigidmask
372,19,face-station/07.05.18/019_06_070_2_17,dev,attack/3D/rigidmask
374,19,face-station/07.05.18/019_07_000_2_90,dev,attack/3D/flexiblemask
375,19,face-station/07.05.18/019_06_071_2_87,dev,attack/3D/flexiblemask
376,19,face-station/07.05.18/019_05_000_2_90,dev,attack/3D/flexiblemask
377,19,face-station/07.05.18/019_06_000_2_90,dev,attack/3D/flexiblemask
378,19,face-station/07.05.18/019_04_000_2_90,dev,attack/3D/flexiblemask
380,19,face-station/15.05.18/019_05_000_0_00,dev,bonafide
382,19,face-station/15.05.18/019_05_000_0_01,dev,bonafide
386,19,face-station/16.05.18/019_07_000_0_00,dev,bonafide
387,19,face-station/16.05.18/019_07_000_0_01,dev,bonafide
391,19,face-station/23.05.18/019_07_018_2_17,dev,attack/3D/rigidmask
394,19,face-station/23.05.18/019_05_072_2_87,dev,attack/3D/flexiblemask
396,19,face-station/23.05.18/019_07_005_2_87,dev,attack/3D/flexiblemask
397,19,face-station/23.05.18/019_06_000_0_00,dev,bonafide
398,19,face-station/23.05.18/019_06_000_0_01,dev,bonafide
401,19,face-station/29.05.18/019_07_000_2_87,dev,attack/3D/flexiblemask
402,19,face-station/29.05.18/019_04_000_2_87,dev,attack/3D/flexiblemask
403,19,face-station/29.05.18/019_05_000_2_87,dev,attack/3D/flexiblemask
404,19,face-station/29.05.18/019_06_000_2_87,dev,attack/3D/flexiblemask
409,19,face-station/04.06.18/019_04_000_2_17,dev,attack/3D/rigidmask
412,19,face-station/04.06.18/019_05_000_2_17,dev,attack/3D/rigidmask
413,19,face-station/04.06.18/019_06_000_2_17,dev,attack/3D/rigidmask
414,19,face-station/04.06.18/019_07_000_2_17,dev,attack/3D/rigidmask
445,6,face-station/22.01.18/006_01_000_0_00,dev,bonafide
446,6,face-station/08.02.18/006_02_000_0_00,dev,bonafide
447,6,face-station/15.02.18/006_03_000_0_00,dev,bonafide
448,6,face-station/15.05.18/006_05_000_0_00,dev,bonafide
449,6,face-station/23.05.18/006_07_000_0_00,dev,bonafide
450,6,face-station/25.05.18/006_06_000_0_00,dev,bonafide
451,6,face-station/25.05.18/006_06_000_0_02,dev,bonafide
464,9,face-station/23.01.18/009_01_000_0_00,dev,bonafide
465,9,face-station/06.02.18/009_02_000_0_00,dev,bonafide
466,9,face-station/12.02.18/009_03_000_0_00,dev,bonafide
467,502,face-station/23.01.18/502_01_009_2_03,dev,attack/3D/fakehead
468,502,face-station/14.03.18/502_04_010_2_03,dev,attack/3D/fakehead
469,502,face-station/07.02.18/502_02_008_2_03,dev,attack/3D/fakehead
470,502,face-station/01.02.18/502_01_039_2_03,dev,attack/3D/fakehead
471,502,face-station/06.02.18/502_02_043_2_03,dev,attack/3D/fakehead
472,502,face-station/09.02.18/502_02_000_2_03,dev,attack/3D/fakehead
473,502,face-station/13.02.18/502_03_059_2_03,dev,attack/3D/fakehead
474,502,face-station/15.02.18/502_03_014_2_03,dev,attack/3D/fakehead
475,502,face-station/21.02.18/502_03_000_2_03,dev,attack/3D/fakehead
476,502,face-station/27.02.18/502_01_000_2_03,dev,attack/3D/fakehead
477,502,face-station/04.05.18/502_06_004_2_03,dev,attack/3D/fakehead
478,502,face-station/07.05.18/502_07_038_2_03,dev,attack/3D/fakehead
479,502,face-station/15.05.18/502_05_019_2_03,dev,attack/3D/fakehead
480,502,face-station/29.05.18/502_06_000_2_03,dev,attack/3D/fakehead
481,502,face-station/30.05.18/502_07_000_2_03,dev,attack/3D/fakehead
482,502,face-station/30.05.18/502_05_000_2_03,dev,attack/3D/fakehead
483,502,face-station/30.05.18/502_04_000_2_03,dev,attack/3D/fakehead
484,532,face-station/14.03.18/532_01_006_1_13,dev,attack/3D/rigidmask
485,532,face-station/14.03.18/532_01_010_1_13,dev,attack/3D/rigidmask
486,532,face-station/14.03.18/532_04_007_1_13,dev,attack/3D/rigidmask
487,532,face-station/20.04.18/532_06_066_1_13,dev,attack/3D/rigidmask
488,532,face-station/23.04.18/532_05_067_1_13,dev,attack/3D/rigidmask
489,532,face-station/23.05.18/532_07_018_1_13,dev,attack/3D/rigidmask
490,532,face-station/25.05.18/532_07_008_1_13,dev,attack/3D/rigidmask
491,532,face-station/25.06.18/532_07_019_1_13,dev,attack/3D/rigidmask
492,532,face-station/25.06.18/532_05_004_1_13,dev,attack/3D/rigidmask
493,532,face-station/25.06.18/532_06_018_1_13,dev,attack/3D/rigidmask
506,16,face-station/14.03.18/016_04_007_2_15,dev,attack/3D/rigidmask
507,16,face-station/14.03.18/016_04_010_2_85,dev,attack/3D/flexiblemask
508,16,face-station/24.01.18/016_01_011_2_15,dev,attack/3D/rigidmask
509,16,face-station/31.01.18/016_01_033_2_85,dev,attack/3D/flexiblemask
510,16,face-station/07.02.18/016_02_030_2_15,dev,attack/3D/rigidmask
511,16,face-station/07.02.18/016_02_045_2_85,dev,attack/3D/flexiblemask
512,16,face-station/07.02.18/016_03_028_2_85,dev,attack/3D/flexiblemask
513,16,face-station/01.02.18/016_01_042_2_15,dev,attack/3D/rigidmask
514,16,face-station/01.02.18/016_01_002_2_85,dev,attack/3D/flexiblemask
515,16,face-station/06.02.18/016_02_017_2_85,dev,attack/3D/flexiblemask
516,16,face-station/08.02.18/016_03_022_2_15,dev,attack/3D/rigidmask
517,16,face-station/09.02.18/016_02_060_2_15,dev,attack/3D/rigidmask
518,16,face-station/12.02.18/016_03_056_2_85,dev,attack/3D/flexiblemask
519,16,face-station/13.02.18/016_03_059_2_15,dev,attack/3D/rigidmask
520,16,face-station/19.02.18/016_02_000_2_15,dev,attack/3D/rigidmask
521,16,face-station/19.02.18/016_02_000_2_85,dev,attack/3D/flexiblemask
522,16,face-station/21.02.18/016_03_000_2_15,dev,attack/3D/rigidmask
523,16,face-station/22.02.18/016_03_000_2_85,dev,attack/3D/flexiblemask
524,16,face-station/27.02.18/016_01_000_2_85,dev,attack/3D/flexiblemask
525,16,face-station/27.02.18/016_01_000_2_15,dev,attack/3D/rigidmask
526,16,face-station/04.05.18/016_06_004_2_85,dev,attack/3D/flexiblemask
527,16,face-station/16.05.18/016_07_070_2_15,dev,attack/3D/rigidmask
528,16,face-station/23.05.18/016_07_068_2_85,dev,attack/3D/flexiblemask
529,16,face-station/24.05.18/016_06_005_2_15,dev,attack/3D/rigidmask
530,16,face-station/24.05.18/016_05_012_2_85,dev,attack/3D/flexiblemask
531,16,face-station/24.05.18/016_05_012_2_15,dev,attack/3D/rigidmask
532,16,face-station/29.05.18/016_04_000_2_85,dev,attack/3D/flexiblemask
533,16,face-station/29.05.18/016_05_000_2_85,dev,attack/3D/flexiblemask
534,16,face-station/29.05.18/016_06_000_2_85,dev,attack/3D/flexiblemask
535,16,face-station/29.05.18/016_07_000_2_85,dev,attack/3D/flexiblemask
536,16,face-station/04.06.18/016_04_000_2_15,dev,attack/3D/rigidmask
537,16,face-station/04.06.18/016_05_000_2_15,dev,attack/3D/rigidmask
538,16,face-station/04.06.18/016_06_000_2_15,dev,attack/3D/rigidmask
539,16,face-station/04.06.18/016_07_000_2_15,dev,attack/3D/rigidmask
900,504,face-station/14.03.18/504_04_010_2_05,dev,attack/3D/fakehead
901,504,face-station/25.01.18/504_01_015_2_05,dev,attack/3D/fakehead
902,504,face-station/07.02.18/504_02_028_2_05,dev,attack/3D/fakehead
903,504,face-station/01.02.18/504_01_044_2_05,dev,attack/3D/fakehead
904,504,face-station/08.02.18/504_02_052_2_05,dev,attack/3D/fakehead
905,504,face-station/09.02.18/504_02_048_2_05,dev,attack/3D/fakehead
906,504,face-station/09.02.18/504_02_000_2_05,dev,attack/3D/fakehead
907,504,face-station/13.02.18/504_03_031_2_05,dev,attack/3D/fakehead
908,504,face-station/15.02.18/504_03_001_2_05,dev,attack/3D/fakehead
909,504,face-station/21.02.18/504_03_000_2_05,dev,attack/3D/fakehead
910,504,face-station/27.02.18/504_01_000_2_05,dev,attack/3D/fakehead
911,504,face-station/15.05.18/504_05_007_2_05,dev,attack/3D/fakehead
912,504,face-station/16.05.18/504_07_012_2_05,dev,attack/3D/fakehead
913,504,face-station/24.05.18/504_06_008_2_05,dev,attack/3D/fakehead
914,504,face-station/29.05.18/504_06_000_2_05,dev,attack/3D/fakehead
915,504,face-station/30.05.18/504_05_000_2_05,dev,attack/3D/fakehead
916,504,face-station/30.05.18/504_07_000_2_05,dev,attack/3D/fakehead
917,504,face-station/30.05.18/504_04_000_2_05,dev,attack/3D/fakehead
954,507,face-station/14.03.18/507_04_010_2_01,dev,attack/3D/fakehead
955,507,face-station/30.01.18/507_01_027_2_01,dev,attack/3D/fakehead
956,507,face-station/02.02.18/507_01_053_2_01,dev,attack/3D/fakehead
957,507,face-station/08.02.18/507_02_019_2_01,dev,attack/3D/fakehead
958,507,face-station/09.02.18/507_02_000_2_01,dev,attack/3D/fakehead
959,507,face-station/09.02.18/507_03_048_2_01,dev,attack/3D/fakehead
960,507,face-station/09.02.18/507_02_049_2_01,dev,attack/3D/fakehead
961,507,face-station/12.02.18/507_03_021_2_01,dev,attack/3D/fakehead
962,507,face-station/21.02.18/507_03_000_2_01,dev,attack/3D/fakehead
